COURSEID,TITLE,SESSION,DAY,START_TIME,END_TIME,LOCATION,INSTRUCTOR
BUAD-305,"Abridged Core Concepts of Accounting Information",001,T,10:00,11:50,ACC,"Chrislynn Freed"
BUAD-305,"Abridged Core Concepts of Accounting Information",001,H,10:00,11:50,ACC,"Chrislynn Freed"
BUAD-306,"Business Finance",001,T,18:00,19:50,HOH,"Yaron Levi"
BUAD-306,"Business Finance",001,H,18:00,19:50,HOH,"Yaron Levi"
BUAD-306,"Business Finance",001,M,10:00,11:50,JFF,"Cary Frydman"
BUAD-306,"Business Finance",001,W,10:00,11:50,JFF,"Cary Frydman"
BUAD-307,"Marketing Fundamentals",001,M,18:00,19:50,JFF,"Lars Perner"
BUAD-307,"Marketing Fundamentals",001,T,18:00,19:50,JFF,"Botao Yang"
BUAD-307,"Marketing Fundamentals",001,W,18:00,19:50,JFF,"Botao Yang"
BUAD-307,"Marketing Fundamentals",001,F,14:00,15:50,JFF,"Miriam Burgos"
BUAD-307,"Marketing Fundamentals",001,H,18:00,19:50,JFF,"Miriam Burgos"
BUAD-310,"Applied Business Statistics",001,M,16:40,17:50,ACC,"Carlos Thomas"
BUAD-310,"Applied Business Statistics",001,W,16:40,17:50,ACC,"Carlos Thomas"
BUAD-310,"Applied Business Statistics",001,T,18:40,19:50,ACC,"Francis Pereira"
BUAD-310,"Applied Business Statistics",001,H,18:40,19:50,ACC,"Francis Pereira"
BUAD-311,"Operations Management",001,M,10:00,11:50,HOH,"Adel Javanmard"
BUAD-311,"Operations Management",001,W,10:00,11:50,HOH,"Adel Javanmard"
BUAD-311,"Operations Management",001,T,18:00,19:50,HOH,"Adel Javanmard"
BUAD-311,"Operations Management",001,H,18:00,19:50,HOH,"Adel Javanmard"
BUAD-315,"Basics of Project and Operations Management for Non-Majors",442,M,08:00,09:50,JFF,"Hiroshi Ochiumi"
BUAD-315,"Basics of Project and Operations Management for Non-Majors",442,W,08:00,09:50,JFF,"Hiroshi Ochiumi"
BUAD-380,"Introduction to Enterprise Risk Management",001,T,10:00,11:50,BRI,"Kristen Jaconi"
BUAD-380,"Introduction to Enterprise Risk Management",001,H,10:00,11:50,BRI,"Kristen Jaconi"
BUAD-425,"Data Analysis for Decision Making",001,T,14:00,15:50,"JFF LL","Feng Chen"
BUAD-425,"Data Analysis for Decision Making",001,H,14:00,15:50,"JFF LL","Feng Chen"
BUAD-425,"Data Analysis for Decision Making",001,M,14:00,15:50,"JFF LL","Feng Chen"
BUAD-425,"Data Analysis for Decision Making",001,W,14:00,15:50,"JFF LL","Robertas Gabrys"
BUAD-493,"Marshall Honors Research Seminar",001,M,14:00,15:50,ACC,"John Matsusaka"
BUAD-493,"Marshall Honors Research Seminar",001,W,14:00,15:50,BRI,"Jinchi Lv"
BUAD-497,"Strategic Management",001,T,16:00,17:50,"JFF LL","Maurice Rahimi"
BUAD-497,"Strategic Management",001,H,16:00,17:50,"JFF LL","Maurice Rahimi"
BUAD-497,"Strategic Management",001,M,18:00,19:50,JFF,"Joe Raffiee"
BUAD-497,"Strategic Management",001,W,18:00,19:50,JFF,"Joe Raffiee"
BUAD-497,"Strategic Management",001,F,09:30,12:50,JFF,"Lori Yue"
IML-104,"Introduction to Digital Studies",001,H,16:00,17:50,"SCI L","Jeanne Jo"
IML-140,"Workshop in Multimedia Authoring",001,M,16:00,17:50,"SCI L","Tatiana Mulry"
IML-201,"The Languages of Digital Media",001,T,10:00,12:50,"SCI L","David Johnson"
IML-203,"Media Arts and Practice Studio II",001,W,10:00,12:50,"SCI L","Gabriel Peters-Lazaro"
IML-230,"Fundamentals of Media Design",001,F,10:00,12:50,"SCI L","Evan Hughes"
IML-288,"Critical Thinking and Procedural Media",001,H,10:00,12:50,"SCI L","Jeanne Jo"
IML-295,"Race, Class and Gender in Digital Culture",001,H,10:00,12:50,SCI,"Kiki Benzon"
IML-300,"Reading and Writing the Web",001,W,09:00,12:50,"SCI L","Eric Fanghanel Santibanez"
IML-309,"Integrative Design for Mobile Devices",001,M,18:00,20:50,"SCI L","Tatiana Mulry"
IML-310,"Professionalism for Media Arts",001,W,18:00,19:50,"SCI L","Ashley York"
IML-328,"Sonic Media Art",001,F,14:00,16:50,"SCI L","Evan Hughes"
IML-335,"Digital Narrative Design I",001,W,13:00,15:50,SCA,"Ashley York"
IML-346,"Methods in Digital Research",001,W,16:00,17:50,"SCI L","David Johnson"
IML-354,"Introduction to 3-D Modeling",001,W,15:00,16:50,"SCI L","Silvia Rigon"
IML-365,"Future Cinema",001,H,10:00,12:50,SCI,"Holly Willis"
IML-385,"Design Fiction and Speculative Futures",001,M,10:00,12:50,"SCI L","Catherine Bell"
IML-404,"Tangible and Spatial Computing",001,M,16:00,18:50,SCA,"John Carpenter"
IML-419,"Emotion in Digital Culture",001,H,13:00,15:50,"SCI L","Elizabeth Ramsey"
IML-428,"Exploring and Creating Sonic Environments",001,H,13:00,15:50,"SCI L","Alberto Ortega"
IML-436,"Hypercinemas Studio",001,M,18:00,20:50,RZC,"Matthew Scott"
IML-440,"Interdisciplinary Honors Thesis",001,T,16:00,17:50,"SCI L","Virginia Kuhn"
IML-444,"Thesis Project II",001,T,16:00,17:50,"SCI L","Holly Willis"
IML-454,"Advanced Techniques of Spatial Representation",001,T,13:00,15:50,"SCI L","John Briscella"
IML-456,"Nature, Design and Media",001,W,13:00,15:50,"SCI L","Pablo Frasconi"
IML-475,"Media Arts Research Lab",001,T,13:00,14:50,OFFICE,"Todd Richmond"
IML-477,"Embodied Storytelling and Immersive Docu-Narratives",815,T,10:00,12:50,OFFICE,"Michael Bodie"
IML-477,"Embodied Storytelling and Immersive Docu-Narratives",001,T,10:00,12:50,SCI,"Michael Bodie"
IML-501,"Digital Media Authorship and the Archive",037,H,16:00,18:50,SCI,"Virginia Kuhn"
IML-521,"Non-Fiction Cinematic Practice II",037,W,10:00,12:50,"SCI L","Michael Bodie"
IML-535,"Tactical Media Strategies",037,H,11:00,13:50,OFFICE,"Virginia Kuhn"
IML-575,"Graduate Media Arts Research Lab",037,T,09:00,11:50,OFFICE,"Alexander McDowell"
IML-575,"Graduate Media Arts Research Lab",037,H,09:00,11:50,OFFICE,"Alexander McDowell"
IML-600,"Historical Approaches to Media Arts and Culture",037,T,13:00,16:50,SCI,"Henry Jenkins"
IML-602,"Practice of Media Arts",037,H,18:00,20:50,"SCI L","Andreas Kratky"
IML-603,"Media Arts and Practice Colloquium/Professional Seminar",037,F,10:00,11:50,SCI,"Andreas Kratky"
MPVA-141,"Class Voice",001,T,10:00,11:50,"UUC B","Lynn Helding"
MPVA-141,"Class Voice",001,W,14:00,15:50,"UUC B","Lynn Helding"
MPVA-141,"Class Voice",001,H,10:00,11:50,"UUC B","Lynn Helding"
MPVA-141,"Class Voice",001,F,10:00,11:50,"UUC B","Lynn Helding"
MPVA-241,"Intermediate Class Voice",001,W,14:00,15:50,MUS,"Lynn Helding"
MPVA-403,"Acting for Singers II",001,T,10:00,11:50,AESA,"Ken Cazan"
MPVA-403,"Acting for Singers II",001,H,10:00,11:50,AESA,"Ken Cazan"
MPVA-405,"USC Opera",001,M,16:00,22:50,MUS,"Brent McMunn"
MPVA-405,"USC Opera",001,W,16:00,22:50,MUS,"Brent McMunn"
MPVA-405,"USC Opera",001,F,16:00,22:50,MUS,"Brent McMunn"
MPVA-405,"USC Opera",001,T,16:00,18:50,MUS,"Brent McMunn"
MPVA-412,"Musical Theatre Workshop II",001,T,14:00,15:50,"UUC B","Parmer Fuller"
MPVA-412,"Musical Theatre Workshop II",001,H,14:00,15:50,"UUC B","Parmer Fuller"
MPVA-441,"English and German Diction",001,M,12:00,13:50,BMH,"Angela Blasi"
MPVA-479,"Song Literature",001,W,12:00,13:50,MUSB,"Lisa Sylvester"
MPVA-540,"Special Studies in Vocal Literature",001,T,14:00,15:50,MUSB,"Lisa Sylvester"
MPVA-542,"Vocal Pedagogy Teaching Practicum",001,H,12:00,13:50,"UUC B","Lynn Helding"
MPVA-561,"Graduate French Diction",001,H,14:00,15:50,MUSB,"Lisa Sylvester"
MPVA-599,"Special Topics",001,H,09:00,10:50,RHM,"Michael Johns"
MPEM-450,"Collegium Workshop",001,W,14:00,15:50,UGW,"Adam Gilbert"
MPEM-650,"Collegium Directing",001,W,12:00,13:50,UGW,"Adam Gilbert"
SAE-541,"Systems Engineering Theory and Practice",034,H,15:30,18:10,DEN@Viterbi,"James Hines"
SAE-541,"Systems Engineering Theory and Practice",048,H,15:30,18:10,OHE,"James Hines"
SAE-542,"Advanced Topics in Systems Engineering",034,T,18:40,21:20,DEN@Viterbi,"Phan Phan"
SAE-542,"Advanced Topics in Systems Engineering",048,T,18:40,21:20,OHE,"Phan Phan"
SAE-548,"Systems/System-of-Systems Integration and Communication",034,W,18:40,21:20,DEN@Viterbi,"Michael Sievers"
SAE-548,"Systems/System-of-Systems Integration and Communication",048,W,18:40,21:20,OHEC,"Michael Sievers"
SAE-549,"Systems Architecting",034,M,15:30,18:10,DEN@Viterbi,"Ken Cureton"
SAE-549,"Systems Architecting",048,M,15:30,18:10,OHE,"Ken Cureton"
SAE-550,"Systems Architecting and the Political Process",034,W,14:00,16:40,DEN@Viterbi,"Ken Cureton"
SAE-550,"Systems Architecting and the Political Process",048,W,14:00,16:40,OHEB,"Ken Cureton"
SAE-551,"Lean Operations",048,F,17:10,19:50,OHE,"Theodore Mayeshiba"
SAE-551,"Lean Operations",034,F,17:10,19:50,DEN@Viterbi,"Theodore Mayeshiba"
SAE-560,"Economic Considerations for Systems Engineering",034,M,18:40,21:20,DEN@Viterbi,"Jairus Hihn"
SAE-560,"Economic Considerations for Systems Engineering",048,M,18:40,21:20,OHE,"Jairus Hihn"
NAUT-001A,"Deepwater Cruising",001,T,18:00,20:50,THH,"John K Ugoretz"
NAUT-001A,"Deepwater Cruising",001,M,18:00,20:50,THH,"Lars Harding"
NAUT-001A,"Deepwater Cruising",001,W,14:00,16:50,"SOS B","Paul Prioleau"
NAUT-001B,"Deepwater Cruising",001,W,18:00,19:50,VKC,"Lars Harding"
NAUT-002B,"Advanced Deepwater Cruising",001,W,15:00,16:50,"SOS B","Lars Harding"
GERM-101,"German I",001,M,12:00,12:50,THH,"Britta Bothe"
GERM-101,"German I",001,T,12:00,12:50,THH,"Britta Bothe"
GERM-101,"German I",001,W,12:00,12:50,THH,"Britta Bothe"
GERM-101,"German I",001,H,12:00,12:50,THH,"Britta Bothe"
GERM-102,"German II",001,M,11:00,11:50,THH,"Eve Lee"
GERM-102,"German II",001,T,11:00,11:50,THH,"Eve Lee"
GERM-102,"German II",001,W,11:00,11:50,THH,"Eve Lee"
GERM-102,"German II",001,H,11:00,11:50,THH,"Eve Lee"
GERM-201,"German III, Conversation and Composition",001,T,10:00,11:50,THH,"John Arensmeyer"
GERM-201,"German III, Conversation and Composition",001,H,10:00,11:50,THH,"John Arensmeyer"
GERM-201,"German III, Conversation and Composition",001,M,12:00,13:50,THH,"John Arensmeyer"
GERM-201,"German III, Conversation and Composition",001,W,12:00,13:50,THH,"John Arensmeyer"
GERM-221,"Conversational German IV",001,T,12:00,13:50,THH,"John Arensmeyer"
GERM-221,"Conversational German IV",001,H,12:00,13:50,THH,"John Arensmeyer"
GERM-499,"Special Topics",001,M,14:00,15:50,THH,"Britta Bothe"
GERM-499,"Special Topics",001,W,14:00,15:50,THH,"Britta Bothe"
GERO-315,"A Journey into the Mind",001,M,11:00,13:50,GER,"John Walsh"
GERO-315,"A Journey into the Mind",001,W,11:00,13:50,GER,"John Walsh"
GERO-320,"Psychology of Adult Development",001,M,13:00,14:50,GER,"Paul Nash"
GERO-320,"Psychology of Adult Development",001,W,13:00,14:50,GER,"Paul Nash"
GERO-321,"Introduction to Psychology and Aging",001,M,13:00,14:50,GER,"Paul Nash"
GERO-321,"Introduction to Psychology and Aging",001,W,13:00,14:50,GER,"Paul Nash"
GERO-340,"Policy, Values, and Power in an Aging Society",001,M,10:00,11:50,GER,"Reginald Tucker-Seeley"
GERO-340,"Policy, Values, and Power in an Aging Society",001,W,10:00,11:50,GER,"Reginald Tucker-Seeley"
GERO-411,"Physiology, Nutrition, and Aging",001,T,16:00,17:50,GER,"Carin Kreutzer"
GERO-414,"Neurobiology of Aging",001,M,14:00,15:50,GER,"John Walsh"
GERO-414,"Neurobiology of Aging",001,W,14:00,15:50,GER,"John Walsh"
GERO-416,"Health Issues in Adulthood",001,M,15:00,16:50,GER,"Roberto Vicinanza"
GERO-416,"Health Issues in Adulthood",001,W,15:00,16:50,GER,"Roberto Vicinanza"
GERO-437,"Social and Psychological Aspects of Death and Dying",001,M,09:00,10:30,GER,"Alexis Coulourides Kogan"
GERO-437,"Social and Psychological Aspects of Death and Dying",001,W,09:00,10:30,GER,"Alexis Coulourides Kogan"
GERO-440,"Biodemography of Aging",001,M,14:00,16:50,GER,"Sean Curran"
GERO-475,"Ethical Issues in Geriatric Health Care",001,T,09:00,11:50,GER,"Robert Tager"
GERO-481,"Case Management for Older Adults",001,M,16:00,18:50,GER,"Tameka Brown"
GERO-491,Practicum,001,W,13:00,15:50,GER,"Anna Quyen Nguyen"
GERO-492,"Senior Seminar",001,T,12:00,13:50,GER,"Aaron Hagedorn"
GERO-492,"Senior Seminar",001,H,12:00,13:50,GER,"Aaron Hagedorn"
GERO-495,"Practicum in Geriatric Care",001,T,14:00,16:50,GER,"Roberto Vicinanza"
GERO-498,"Nutrition, Genes, Longevity and Diseases",621,M,14:00,16:50,GER,"Valter Longo"
GERO-498,"Nutrition, Genes, Longevity and Diseases",621,T,14:00,16:50,GER,"Valter Longo"
GERO-498,"Nutrition, Genes, Longevity and Diseases",621,W,14:00,16:50,GER,"Valter Longo"
GERO-498,"Nutrition, Genes, Longevity and Diseases",621,H,14:00,16:50,GER,"Valter Longo"
GERO-498,"Nutrition, Genes, Longevity and Diseases",621,F,14:00,16:50,GER,"Valter Longo"
GERO-499,"Special Topics",610,M,08:00,17:00,GER,"Valter Longo"
GERO-499,"Special Topics",610,T,08:00,17:00,GER,"Valter Longo"
GERO-499,"Special Topics",610,W,08:00,17:00,GER,"Valter Longo"
GERO-499,"Special Topics",610,H,08:00,17:00,GER,"Valter Longo"
GERO-499,"Special Topics",610,F,08:00,17:00,GER,"Valter Longo"
GERO-499,"Special Topics",610,S,08:00,17:00,GER,"Valter Longo"
GERO-499,"Special Topics",001,T,09:00,11:50,GER,"Andrei Irimia"
GERO-499,"Special Topics",001,H,10:00,12:50,GER,"Berenice Benayoun"
GERO-499,"Special Topics",077,M,09:00,17:00,GER,"Jennifer Ailshire"
GERO-499,"Special Topics",077,T,09:00,17:00,GER,"Jennifer Ailshire"
GERO-499,"Special Topics",077,W,09:00,17:00,GER,"Jennifer Ailshire"
GERO-499,"Special Topics",077,H,09:00,17:00,GER,"Jennifer Ailshire"
GERO-499,"Special Topics",077,F,09:00,17:00,GER,"Jennifer Ailshire"
GERO-500,"Perspectives on a Changing Society: An Introduction to Aging",001,T,13:00,15:50,GER,"Caroline Cicero"
GERO-502,"Marketing and Shifts in Consumer Decision Making",001,F,12:30,15:20,GER,"Josh Johnson"
GERO-504,"Current Issues in Aging Services Management",001,F,16:00,18:50,GER,"Josh Johnson"
GERO-505,"Housing and Community Policies and Programs",001,H,13:00,15:50,GER,"Jon Pynoos"
GERO-506,"Technological Innovations in Aging (Gerontechnology)",001,W,09:00,11:50,GER,"Aaron Hagedorn"
GERO-508,"The Mind and Body Connection through the Lifespan",001,H,13:00,15:50,GER,"Paul Nash"
GERO-509,"Mindful Aging: Spirituality, Gratitude, and Resilience",001,H,09:00,11:50,GER,"Leah Buturain Schneider"
GERO-510,"Physiology of Development and Aging",001,T,09:00,11:50,GER,"Ed Schneider"
GERO-512,"Communicating Nutrition and Health",001,F,09:00,10:50,GER,"Carin Kreutzer"
GERO-517,"Advanced Therapeutic Nutrition",001,F,12:30,14:30,GER,"Kurt Hong"
GERO-517,"Advanced Therapeutic Nutrition",001,H,16:00,18:50,GER,"Kurt Hong"
GERO-520,"Life Span Developmental Psychology",001,H,09:00,11:50,GER,"Paul Nash"
GERO-530,"Life Span Developmental Sociology",001,T,14:00,16:50,GER,"George Shannon"
GERO-540,"Social Policy and Aging",001,T,10:00,12:50,GER,"Caroline Cicero"
GERO-550,"Administration and System Management in Programs for Older Adults",001,T,16:00,18:50,GER,"Kate Wilber"
GERO-555,"Integrating Gerontology: A Multidisciplinary Approach",001,M,12:00,14:50,GER,"George Shannon"
GERO-560,"Micronutrients, Health, and Longevity",001,H,13:00,15:20,GER,"Roberto Vicinanza"
GERO-591,"Field Practicum",001,W,13:00,15:50,GER,"Anna Quyen Nguyen"
GERO-600,"Geroscience: Molecular and Cellular Biology",001,M,14:00,15:50,GER,"Christian Pike"
GERO-600,"Geroscience: Molecular and Cellular Biology",001,W,14:00,14:50,GER,"Christian Pike"
GERO-602B,"Seminar on Discoveries of Biogerontology",001,W,15:00,15:50,GER,"Changhan Lee"
GERO-605,"Research and Journal Club Presentation Workshop",607,T,12:30,14:00,ONLINE,"Rachel Brem"
GERO-605,"Research and Journal Club Presentation Workshop",607,H,12:30,14:00,ONLINE,"Rachel Brem"
GERO-610,"The Aging Society",001,M,14:00,16:50,GER,"Jennifer Ailshire"
GERO-616,"Mass Spectrometry",607,H,15:00,16:50,TBA,"Birgit Schilling"
GERO-626,"Current Research in Alzheimers Disease and Related Dementias",001,W,15:00,17:00,GER,"Eileen Crimmins"
GERO-666,"Free Radical Chemistry, Biology, and Medicine",001,H,14:00,15:50,GER,"Kelvin Davies"
PLUS-650,"Public Policy and Globalization",001,M,TBA,TBA,OFFICE,"Pamela McCann"
PLUS-660,"Economics of a Productive Development - A Public/Private Per",919,W,17:30,18:45,ONLINE,"Allan Kotin"
PLUS-661,"Politics and Process of Urban Development",919,M,17:30,18:30,ONLINE,"Donald Spivack"
INF-352,"Applied Machine Learning and Data Mining",001,M,16:00,17:50,OFFICE,"Mohammad Reza Rajati"
INF-352,"Applied Machine Learning and Data Mining",001,W,16:00,17:50,OFFICE,"Mohammad Reza Rajati"
INF-510,"Principles of Programming for Informatics",048,T,16:00,18:20,"SOS B","Yigal Arens"
INF-510,"Principles of Programming for Informatics",048,H,16:30,18:20,SLH,"Yigal Arens"
INF-525,"Trusted System Design, Analysis and Development",048,M,14:00,17:20,OHED,"Tanya Ryutov"
INF-525,"Trusted System Design, Analysis and Development",034,M,14:00,17:20,DEN@Viterbi,"Tanya Ryutov"
INF-526,"Secure Systems Administration",048,M,15:30,17:20,VKC,"Gabriel Ghinita"
INF-526,"Secure Systems Administration",048,W,15:30,17:20,VKC,"Gabriel Ghinita"
INF-528,"Computer Forensics",048,T,11:00,12:50,OHE,"Joseph Greenfield"
INF-528,"Computer Forensics",048,H,11:00,12:50,OHE,"Joseph Greenfield"
INF-528,"Computer Forensics",034,T,11:00,12:50,DEN@Viterbi,"Joseph Greenfield"
INF-528,"Computer Forensics",034,H,11:00,12:50,DEN@Viterbi,"Joseph Greenfield"
INF-529,"Security and Privacy in Informatics",048,F,12:00,15:20,OHEC,"Clifford Neuman"
INF-529,"Security and Privacy in Informatics",034,F,12:00,15:20,DEN@Viterbi,"Clifford Neuman"
INF-549,"Introduction to Computational Thinking and Data Science",048,T,15:30,17:20,THH,"Deborah Khider"
INF-549,"Introduction to Computational Thinking and Data Science",048,H,15:30,17:20,THH,"Deborah Khider"
INF-550,"Overview of Data Informatics in Large Data Environments",048,H,15:30,18:50,VKC,"Christian Mattmann"
INF-551,"Foundations of Data Management",048,M,15:30,17:20,THH,"Wensheng Wu"
INF-551,"Foundations of Data Management",048,W,15:30,17:20,THH,"Wensheng Wu"
INF-552,"Machine Learning for Data Informatics",048,T,15:30,18:50,WPH,"Satish Thittamaranahalli Ka"
INF-552,"Machine Learning for Data Informatics",048,M,10:00,11:50,THH,"Mohammad Reza Rajati"
INF-552,"Machine Learning for Data Informatics",048,W,10:00,11:50,THH,"Mohammad Reza Rajati"
INF-553,"Foundations and Applications of Data Mining",048,T,15:30,19:20,"SOS B","Anna Farzindar"
INF-553,"Foundations and Applications of Data Mining",048,M,10:00,11:50,THH,"Wensheng Wu"
INF-553,"Foundations and Applications of Data Mining",048,W,10:00,11:50,THH,"Wensheng Wu"
INF-555,"User Interface Design, Implementation, and Testing",048,M,14:00,17:20,"SOS B","Jaime Levy"
INF-556,"User Experience Design and Strategy",048,M,18:00,21:20,VKC,"Jaime Levy"
INF-558,"Building Knowledge Graphs",048,T,15:30,18:50,VKC,"Wensheng Wu"
INF-559,"Introduction to Data Management",048,T,15:30,16:50,KAP,"Carl Kesselman"
INF-559,"Introduction to Data Management",048,H,15:30,16:50,KAP,"Carl Kesselman"
INF-560,"Data Informatics Professional Practicum",048,H,14:00,17:20,VKC,"Anna Farzindar"
INF-563,"Medical Diagnostics, Therapeutics and Informatics Applicatio",034,F,09:00,11:50,DEN@Viterbi,"Brent Liu"
INF-563,"Medical Diagnostics, Therapeutics and Informatics Applicatio",048,F,09:00,11:50,OHEC,"Brent Liu"
TRGN-510,"Basic Foundations in Translational Biomedical Informatics",001,T,13:00,14:50,"",""
TRGN-510,"Basic Foundations in Translational Biomedical Informatics",001,H,13:00,14:50,"",""
TRGN-515,"Advanced Human Genomic Analysis Methods",001,T,15:00,16:50,"",""
TRGN-515,"Advanced Human Genomic Analysis Methods",001,H,15:00,16:50,"",""
TRGN-515,"Advanced Human Genomic Analysis Methods",046,T,15:00,16:50,"","Brooke Hjelm"
TRGN-515,"Advanced Human Genomic Analysis Methods",046,H,15:00,16:50,"","Brooke Hjelm"
TRGN-516,"Translational Genomics, Applied Databases and Datastructures",001,T,13:00,14:50,"","Brooke Hjelm"
TRGN-516,"Translational Genomics, Applied Databases and Datastructures",001,H,13:00,14:50,"","Brooke Hjelm"
TRGN-516,"Translational Genomics, Applied Databases and Datastructures",046,M,13:00,14:50,"","Enrique Velazquez Villarreal"
TRGN-516,"Translational Genomics, Applied Databases and Datastructures",046,W,13:00,14:50,"","Enrique Velazquez Villarreal"
TRGN-524,"Applications of Genomic Technology in Biomedical Research I",001,M,10:00,11:50,OFFICE,"David Craig"
TRGN-524,"Applications of Genomic Technology in Biomedical Research I",001,W,10:00,11:50,OFFICE,"David Craig"
TRGN-537,"Pathway and Target Discovery",001,M,10:00,11:50,OFFICE,"David Craig"
TRGN-537,"Pathway and Target Discovery",001,W,10:00,11:50,OFFICE,"David Craig"
TRGN-537,"Pathway and Target Discovery",046,M,10:00,11:50,OFFICE,"Carol Lin"
TRGN-537,"Pathway and Target Discovery",046,W,10:00,11:50,OFFICE,"Carol Lin"
TRGN-538,"Seminar in Translational Biotechnology",001,W,13:00,14:50,OFFICE,"Carol Lin"
TRGN-538,"Seminar in Translational Biotechnology",046,W,13:00,14:50,OFFICE,"Carol Lin"
TRGN-544,"Biotechnology Entrepreneurship and Commercialization II",001,H,10:00,11:50,OFFICE,"Carol Lin"
TRGN-544,"Biotechnology Entrepreneurship and Commercialization II",046,H,09:00,10:50,OFFICE,"Ron King"
TRGN-545,"Exploring Chemical and Biological Therapeutic Modalities",001,M,13:00,14:50,OFFICE,"Ron King"
TRGN-545,"Exploring Chemical and Biological Therapeutic Modalities",046,M,13:00,14:50,OFFICE,"Llewellyn Cox"
TRGN-599,"Special Topics",046,T,13:00,14:50,OFFICE,"Enrique Velazquez Villarreal"
TRGN-599,"Special Topics",046,H,13:00,14:50,OFFICE,"Enrique Velazquez Villarreal"
CRIT-150,"Histories of Art, Design and Visual Culture",001,M,08:30,09:50,HAR,"Andrew Campbell"
CRIT-150,"Histories of Art, Design and Visual Culture",001,W,08:30,09:50,HAR,"Andrew Campbell"
CRIT-150,"Histories of Art, Design and Visual Culture",001,F,10:00,10:50,VHE,"Andrew Campbell"
CRIT-160,"Critical Theory in Art, Design and Visual Culture",001,M,10:00,11:50,HAR,"Maura Brewer"
CRIT-160,"Critical Theory in Art, Design and Visual Culture",001,W,10:00,11:50,HAR,"Maura Brewer"
CRIT-350,"Global Art, Design and Visual Culture since 1960",001,M,12:00,13:50,HAR,"Cecilia Fajardo-Hill"
CRIT-350,"Global Art, Design and Visual Culture since 1960",001,W,12:00,13:50,HAR,"Cecilia Fajardo-Hill"
CRIT-415,"Event, Action, and Situation: Performance Art since 1960",001,T,11:00,14:20,IFT,"Cecilia Fajardo-Hill"
CRIT-425,"Identity and Visual Representation",001,M,10:00,13:20,IFT,"Amelia Jones"
CRIT-515,"Visiting Artist and Scholar Seminar",001,T,18:00,19:20,IFT,"Karen Moss"
CRIT-515,"Visiting Artist and Scholar Seminar",001,W,15:30,17:20,IFT,"Karen Moss"
CRIT-525,"Making and Curating Art: Pedagogy and Praxis",001,M,14:30,18:20,IFT,"Andrew Campbell"
CRIT-555,"Methods of Curating: Introduction to Curatorial Practicum",001,T,10:00,13:40,IFT,"Karen Moss"
CRIT-557,"Curatorial Practicum: Group Project Summation",001,T,15:00,18:40,IFT,"Karen Moss"
EDHP-551,"Applied Educational Ethnography",001,W,19:00,21:40,WPH,"Esther Kim"
EDHP-552,"The Politics of Difference",001,W,16:00,18:40,THH,"John Slaughter"
EDHP-552,"The Politics of Difference",594,H,18:30,20:30,ONLINE,"Ajita Robinson"
EDHP-560,"Feminist Theory",001,W,14:00,16:50,THH,"Julian Gutierrez-Albilla"
EDHP-565,"Intervention Strategies in College Student Development",001,M,19:00,21:40,WPH,"Rameen Talesh"
EDHP-580,"The Community College",364,T,16:00,21:40,LVL,"Ryan Cornner"
EDHP-587,"Fieldwork in Higher, Adult and Professional Education",594,H,19:00,20:40,ONLINE,"Sheila Banuelos"
EDHP-593B,"Master&apos;s Seminar",001,T,19:00,21:40,WPH,"Sheila Banuelos"
EDHP-657,"Management of Student Services in Higher Education",001,H,16:00,18:40,WPH,"Lynette Merriman"
EDHP-679,"Legal Issues in the Administration of Higher Education",001,T,19:00,21:40,WPH,"Shafiqa Ahmadi"
CBG-580,"Topics in Cancer (Epi)Genomics",046,F,15:00,16:00,"","Peggy Farnham"
CBG-790,Research,046,F,TBA,TBA,OFFICE,"Baruch Frenkel"
EASC-160,"China and the World",001,M,11:00,11:50,THH,"Donald Collins"
EASC-160,"China and the World",001,T,09:00,09:50,THH,"Steve Literati IV"
EASC-160,"China and the World",001,W,12:00,12:50,THH,"Donald Collins"
EASC-160,"China and the World",001,H,10:00,10:50,VKC,"Jaewon Shin"
EASC-160,"China and the World",001,F,12:00,12:50,THH,"Yixuan Lim"
MPHY-573,"Systems Physiology and Disease II",046,T,13:00,15:00,MMR,"Harvey Kaslow"
MPHY-573,"Systems Physiology and Disease II",046,H,13:00,15:00,MMR,"Harvey Kaslow"
CHEM-050,"General Chemistry Tutorial",001,H,12:30,13:50,SGM,"Surya Prakash"
CHEM-051,"General Chemistry Tutorial",001,T,15:30,16:50,SGM,"Jessica Parr"
CHEM-105A,"General Chemistry",001,M,09:00,09:50,SGM,"Thomas Bertolini"
CHEM-105A,"General Chemistry",001,F,09:00,09:50,SGM,"Thomas Bertolini"
CHEM-105A,"General Chemistry",001,T,15:30,16:50,SGM,"Thomas Bertolini"
CHEM-105A,"General Chemistry",001,H,14:00,16:50,SGMA/B,"Thomas Bertolini"
CHEM-105A,"General Chemistry",001,W,16:00,18:50,SGMA/B,"Thomas Bertolini"
CHEM-105B,"General Chemistry",001,F,11:00,11:50,SGM,"Rebecca Broyer"
CHEM-105B,"General Chemistry",001,H,15:30,16:50,SGM,"Rebecca Broyer"
CHEM-105B,"General Chemistry",001,T,14:00,16:50,SGMA/B,"Rebecca Broyer"
CHEM-105B,"General Chemistry",001,M,16:00,18:50,SGMA/B,"Rebecca Broyer"
CHEM-105B,"General Chemistry",001,W,16:00,18:50,SGMA/B,"Rebecca Broyer"
